t,ch1,ch2,
1.1800082e-03,9.40000e+00,4.80000e+00,
1.1900081e-03,9.80000e+00,4.80000e+00,
1.2000081e-03,9.80000e+00,4.80000e+00,
1.2100080e-03,9.40000e+00,4.80000e+00,
1.2200080e-03,9.80000e+00,4.80000e+00,
1.2300080e-03,9.40000e+00,4.80000e+00,
1.2400079e-03,9.40000e+00,4.80000e+00,
1.2500079e-03,9.80000e+00,5.20000e+00,
1.2600078e-03,9.40000e+00,4.80000e+00,
1.2700078e-03,9.80000e+00,4.80000e+00,
1.2800078e-03,9.40000e+00,4.80000e+00,
1.2900077e-03,9.80000e+00,4.80000e+00,
1.3000077e-03,9.40000e+00,4.80000e+00,
1.3100076e-03,9.40000e+00,5.20000e+00,
1.3200076e-03,9.80000e+00,4.80000e+00,
1.3300076e-03,9.40000e+00,4.80000e+00,
1.3400075e-03,9.80000e+00,4.80000e+00,
1.3500075e-03,9.40000e+00,4.80000e+00,
1.3600074e-03,9.80000e+00,4.80000e+00,
1.3700074e-03,9.40000e+00,5.20000e+00,
1.3800074e-03,9.40000e+00,4.80000e+00,
1.3900073e-03,9.80000e+00,5.20000e+00,
1.4000073e-03,9.80000e+00,4.80000e+00,
1.4100072e-03,9.40000e+00,5.20000e+00,
1.4200072e-03,9.40000e+00,4.80000e+00,
1.4300072e-03,9.80000e+00,4.80000e+00,
1.4400071e-03,9.40000e+00,5.20000e+00,
1.4500071e-03,9.80000e+00,4.80000e+00,
1.4600070e-03,9.40000e+00,4.80000e+00,
1.4700070e-03,9.80000e+00,4.80000e+00,
1.4800070e-03,9.80000e+00,4.80000e+00,
1.4900069e-03,9.40000e+00,4.80000e+00,
1.5000069e-03,9.80000e+00,5.20000e+00,
1.5100068e-03,-9.80000e+00,-7.20000e+00,
1.5200068e-03,-9.80000e+00,-8.80000e+00,
